Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Threshold,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Curve Quality,Result Quality Issues
B8,false,GR3 (5ng),PDH,Unknown,FAM,23.61755495757732,0.985084132293907,1.476352240473217,Amp,false,0.3205152877425583,3,18,89.62939453125,,,,
B9,false,GR3 (5ng),PDH,Unknown,FAM,23.6833644252564,0.9876515624937258,1.4751854790410244,Amp,false,0.3205152877425583,3,18,89.49496459960938,,,,
B10,false,idgf6 RNAI 2 (5ng),LDH,Unknown,FAM,21.435933899774724,0.977930619834332,1.525301615814332,Amp,false,0.4261331202250895,3,15,88.21952056884766,82.95831298828125,,,
B11,false,idgf6 RNAI 2 (5ng),LDH,Unknown,FAM,21.630706794954307,0.9838798950363163,1.5175052901430328,Amp,false,0.4261331202250895,3,15,88.03018188476562,82.93399047851562,,,
B12,false,idgf6 RNAI 2 (5ng),LDH,Unknown,FAM,21.787638277785895,0.9785432313403613,1.5095301801365706,Amp,false,0.4261331202250895,3,16,88.03018188476562,82.93399047851562,,,
C1,false,GR1 (5ng),LDH,Unknown,FAM,21.98491763013959,0.9822550166727092,1.5183705186800072,Amp,false,0.4261331202250895,3,16,88.04670715332031,82.62869262695312,,,
C2,false,GR1 (5ng),LDH,Unknown,FAM,21.682664941396446,0.9828125148478628,1.5306634274156337,Amp,false,0.4261331202250895,3,15,88.04670715332031,82.62869262695312,,,
C3,false,GR1 (5ng),LDH,Unknown,FAM,21.751229894264156,0.9765247941321661,1.5296651936377827,Amp,false,0.4261331202250895,3,15,87.89454650878906,82.634521484375,,,
C4,false,GR2 (5ng),LDH,Unknown,FAM,21.140450184481594,0.974965980408922,1.5259001349089665,Amp,false,0.4261331202250895,3,15,87.89454650878906,82.79391479492188,,,
C5,false,GR2 (5ng),LDH,Unknown,FAM,21.092787004238538,0.9722472318543631,1.5288940559323934,Amp,false,0.4261331202250895,3,15,88.02507019042969,82.77043914794922,,,
C6,false,GR2 (5ng),LDH,Unknown,FAM,21.362104448059092,0.963752968754785,1.5028839912325573,Amp,false,0.4261331202250895,3,15,88.02507019042969,,,,
C7,false,GR3 (5ng),LDH,Unknown,FAM,21.668306981171767,0.9829868500899065,1.5083133616875017,Amp,false,0.4261331202250895,3,16,88.19575500488281,82.77975463867188,,,
C8,false,GR3 (5ng),LDH,Unknown,FAM,21.534378135101115,0.9761079593116895,1.5264715516917544,Amp,false,0.4261331202250895,3,15,88.19575500488281,,,,
C9,false,GR13 (5ng),LDH,Unknown,FAM,21.591723452322128,0.9795563153368412,1.5234062309074758,Amp,false,0.4261331202250895,3,15,88.06008911132812,,,,
C10,false,idgf6 RNAI 3 (5ng),LDH,Unknown,FAM,21.926885010150222,0.9878415848290665,1.5139729071276926,Amp,false,0.4261331202250895,3,15,82.95831298828125,87.9006576538086,,,
C11,false,idgf6 RNAI 3 (5ng),LDH,Unknown,FAM,22.084162569512763,0.9782650526951365,1.5144681609568376,Amp,false,0.4261331202250895,3,15,88.34869384765625,82.93399047851562,,,
C12,false,idgf6 RNAI 3 (5ng),LDH,Unknown,FAM,22.039740196184702,0.9782688914042473,1.5125529560825415,Amp,false,0.4261331202250895,3,16,82.93399047851562,87.87092590332031,,,
D1,false,WT1 (5ng),PCB,Unknown,FAM,37.088147919169664,0.956236832892403,1.3219615513221659,Amp,false,0.3939223683307082,3,30,88.04670715332031,82.62869262695312,,,
D2,false,WT1 (5ng),PCB,Unknown,FAM,31.86831318166712,0.9877541708266395,1.521099664172006,Amp,false,0.3939223683307082,3,26,88.2060546875,,,,
D3,false,WT1 (5ng),PCB,Unknown,FAM,31.599473765335716,0.9845160717078312,1.517976310706279,Amp,false,0.3939223683307082,3,25,88.21333312988281,,,,
D4,false,WT2 (5ng),PCB,Unknown,FAM,33.12047815252626,0.9794345590496489,1.5272165589665212,Amp,false,0.3939223683307082,3,26,88.21333312988281,,,,
D5,false,WT2 (5ng),PCB,Unknown,FAM,33.06977460190245,0.9815964423509578,1.5462291758793303,Amp,false,0.3939223683307082,3,27,88.6619873046875,,,,
D6,false,WT2 (5ng),PCB,Unknown,FAM,Undetermined,0,0.9144934294985178,No Amp,false,0.3939223683307082,3,34,82.13351440429688,87.54737091064453,,,
D7,false,WT3 (5ng),PCB,Unknown,FAM,22.645898248814184,0.9857419693050845,1.5374523765974482,Amp,false,0.3939223683307082,3,17,88.83293151855469,,,,
D8,false,WT3 (5ng),PCB,Unknown,FAM,22.801716592776643,0.9765426414553241,1.5270894132777155,Amp,false,0.3939223683307082,3,17,88.67362976074219,,,,
D9,false,WT3 (5ng),PCB,Unknown,FAM,22.85729403296419,0.9860941004792427,1.5210483228274327,Amp,false,0.3939223683307082,3,17,88.53837585449219,,,,
D10,false,Wt1 (2.5ng),PCB,Unknown,FAM,32.25137282868293,0.983181085604168,1.5385786164796968,Amp,false,0.3939223683307082,3,26,88.53837585449219,,,,
D11,false,Wt1 (2.5ng),PCB,Unknown,FAM,31.87211233185161,0.9862832294960652,1.535495287251004,Amp,false,0.3939223683307082,3,26,88.34869384765625,,,,
D12,false,Wt1 (2.5ng),PCB,Unknown,FAM,32.219311023181675,0.9866188999270401,1.538007893614703,Amp,false,0.3939223683307082,3,26,88.50794982910156,,,,
E1,false,WT1 (5ng),PDH,Unknown,FAM,32.350688590145,0.9570235300546713,1.4561192585174265,Amp,false,0.3205152877425583,3,26,89.16217803955078,,,,
E2,false,WT1 (5ng),PDH,Unknown,FAM,32.51333740857001,0.9798803022348471,1.4793068103089397,Amp,false,0.3205152877425583,3,27,89.00282287597656,,,,
E3,false,WT1 (5ng),PDH,Unknown,FAM,32.86175038352431,0.9871865174435674,1.4818184553460587,Amp,false,0.3205152877425583,3,27,89.16969299316406,,,,
E4,false,WT2 (5ng),PDH,Unknown,FAM,35.423732771717184,0.9646794175857367,1.4179822499816974,Amp,false,0.3205152877425583,3,29,89.16969299316406,,,,
E5,false,WT2 (5ng),PDH,Unknown,FAM,34.2113040014284,0.9788773233570847,1.5030632519802418,Amp,false,0.3205152877425583,3,28,89.13967895507812,,,,
E6,false,WT2 (5ng),PDH,Unknown,FAM,33.63267977520864,0.9872427095654788,1.4975526950186133,Amp,false,0.3205152877425583,3,26,89.45814514160156,,,,
E7,false,WT3 (5ng),PDH,Unknown,FAM,24.0744572832958,0.9832504114298637,1.503048971188594,Amp,false,0.3205152877425583,3,18,89.47010803222656,,,,
E8,false,WT3 (5ng),PDH,Unknown,FAM,24.139628660676223,0.9837004388668074,1.5003947256121393,Amp,false,0.3205152877425583,3,18,89.47010803222656,,,,
E9,false,WT3 (5ng),PDH,Unknown,FAM,23.973577443936975,0.9826353304450067,1.5005514985502195,Amp,false,0.3205152877425583,3,18,89.33553314208984,,,,
E10,false,Wt1 (2.5ng),PDH,Unknown,FAM,33.234592015303136,0.9790613451593064,1.5158402028521958,Amp,false,0.3205152877425583,3,28,89.01667785644531,,,,
E11,false,Wt1 (2.5ng),PDH,Unknown,FAM,33.532387385608985,0.9837252685809136,1.481123062461494,Amp,false,0.3205152877425583,3,28,89.30422973632812,,,,
E12,false,Wt1 (2.5ng),PDH,Unknown,FAM,33.0025795445607,0.9833670301896089,1.4884981929066603,Amp,false,0.3205152877425583,3,27,89.14497375488281,,,,
F1,false,WT1 (5ng),LDH,Unknown,FAM,28.82917117295264,0.9844882810616814,1.5068468227953986,Amp,false,0.4261331202250895,3,23,82.94739532470703,,,,
F2,false,WT1 (5ng),LDH,Unknown,FAM,28.71484219118765,0.9856853418643652,1.5122783504081243,Amp,false,0.4261331202250895,3,22,82.94739532470703,,,,
F3,false,WT1 (5ng),LDH,Unknown,FAM,28.44206318196391,0.9871432104009547,1.5177981491563663,Amp,false,0.4261331202250895,3,22,82.95330810546875,,,,
F4,false,WT2 (5ng),LDH,Unknown,FAM,31.08547156631151,0.9799706953455476,1.5292488502043398,Amp,false,0.4261331202250895,3,25,82.79391479492188,,,,
F5,false,WT2 (5ng),LDH,Unknown,FAM,31.412426725846885,0.9876598855883594,1.5250676452753502,Amp,false,0.4261331202250895,3,25,82.92967224121094,,,,
F6,false,WT2 (5ng),LDH,Unknown,FAM,31.144369846332722,0.9779663600766683,1.5294249507806195,Amp,false,0.4261331202250895,3,25,83.08890533447266,88.6619873046875,,,
F7,false,WT3 (5ng),LDH,Unknown,FAM,22.302941009749354,0.9832477195603405,1.5382381904818048,Amp,false,0.4261331202250895,3,16,88.19575500488281,82.6204605102539,,,
F8,false,WT3 (5ng),LDH,Unknown,FAM,22.502503083067772,0.9790859561624703,1.5364397238942666,Amp,false,0.4261331202250895,3,16,88.35504150390625,82.77975463867188,,,
F9,false,WT3 (5ng),LDH,Unknown,FAM,22.659384650078202,0.9784925208498899,1.526496115264432,Amp,false,0.4261331202250895,3,17,88.21952056884766,82.63945007324219,,,
F10,false,Wt1 (2.5ng),LDH,Unknown,FAM,29.462432771313146,0.9796119340017536,1.5151316725568542,Amp,false,0.4261331202250895,3,23,82.63945007324219,90.7704086303711,,,
F11,false,Wt1 (2.5ng),LDH,Unknown,FAM,29.553905341512618,0.9878894858172881,1.5148285682453169,Amp,false,0.4261331202250895,3,22,82.93399047851562,87.711669921875,,,
F12,false,Wt1 (2.5ng),LDH,Unknown,FAM,29.6287546674953,0.9845935006776126,1.5103839613070562,Amp,false,0.4261331202250895,3,23,82.93399047851562,,,,
G1,false,idgf6 RNAI 1 (5ng),PCB,Unknown,FAM,23.867289010105175,0.9844833793123998,1.5144113878746361,Amp,false,0.3939223683307082,3,17,88.52476501464844,,,,
G2,false,idgf6 RNAI 1 (5ng),PCB,Unknown,FAM,23.85163392460494,0.9885833237600476,1.515910881983631,Amp,false,0.3939223683307082,3,18,88.36541748046875,,,,
G3,false,idgf6 RNAI 1 (5ng),PCB,Unknown,FAM,23.988595058236776,0.9743079714193964,1.5202471969055669,Amp,false,0.3939223683307082,3,17,88.69151306152344,,,,
G4,false,idgf6 RNAI 2 (5ng),PCB,Unknown,FAM,23.566909799003355,0.9834926075751871,1.5304721654312359,Amp,false,0.3939223683307082,3,18,88.69151306152344,,,,
G5,false,idgf6 RNAI 2 (5ng),PCB,Unknown,FAM,23.756905915340738,0.9829552176786541,1.5229987854531524,Amp,false,0.3939223683307082,3,18,88.98045349121094,,,,
G6,false,idgf6 RNAI 2 (5ng),PCB,Unknown,FAM,23.71494007476423,0.9912664889662155,1.5219211405031163,Amp,false,0.3939223683307082,3,18,89.13967895507812,,,,
G7,false,idgf6 RNAI 3 (5ng),PCB,Unknown,FAM,24.119819095037663,0.9836854889332145,1.5252053495974647,Amp,false,0.3939223683307082,3,17,88.99221801757812,,,,
G8,false,idgf6 RNAI 3 (5ng),PCB,Unknown,FAM,24.026279802704714,0.9695018235292628,1.531378678757368,Amp,false,0.3939223683307082,3,18,88.99221801757812,,,,
G9,false,idgf6 RNAI 3 (5ng),PCB,Unknown,FAM,24.176870465457817,0.9770141344701252,1.5189675491015058,Amp,false,0.3939223683307082,3,18,88.69781494140625,,,,
H1,false,idgf6 RNAI 1 (5ng),PDH,Unknown,FAM,24.691099925312407,0.9741618630535673,1.4750190451286325,Amp,false,0.3205152877425583,3,19,89.321533203125,,,,
H2,false,idgf6 RNAI 1 (5ng),PDH,Unknown,FAM,25.01131980703296,0.9550818735999362,1.4590575439644413,Amp,false,0.3205152877425583,3,19,89.16217803955078,,,,
H3,false,idgf6 RNAI 1 (5ng),PDH,Unknown,FAM,24.983275053604977,0.9875078768197988,1.4610314980754455,Amp,false,0.3205152877425583,3,19,89.48848724365234,,,,
H4,false,idgf6 RNAI 2 (5ng),PDH,Unknown,FAM,24.90363493689012,0.9827217535284012,1.4807027296129838,Amp,false,0.3205152877425583,3,20,89.64788055419922,,,,
H5,false,idgf6 RNAI 2 (5ng),PDH,Unknown,FAM,25.05226723958556,0.9817580239549694,1.4638576977827507,Amp,false,0.3205152877425583,3,19,89.776611328125,,,,
H6,false,idgf6 RNAI 2 (5ng),PDH,Unknown,FAM,24.93002277605528,0.9829927765831976,1.472698050477371,Amp,false,0.3205152877425583,3,18,89.776611328125,,,,
H7,false,idgf6 RNAI 3 (5ng),PDH,Unknown,FAM,25.84794443718365,0.9853611215072905,1.46857235752455,Amp,false,0.3205152877425583,3,20,89.62939453125,,,,
H8,false,idgf6 RNAI 3 (5ng),PDH,Unknown,FAM,25.69613799864883,0.9791680386522337,1.4706825215660333,Amp,false,0.3205152877425583,3,20,89.62939453125,,,,
H9,false,idgf6 RNAI 3 (5ng),PDH,Unknown,FAM,25.887424189243426,0.9881224202514538,1.4599288681024338,Amp,false,0.3205152877425583,3,20,89.49496459960938,,,,
