"","logFC","logCPM","F","PValue","FDR"
"FBgn0052819",-10.9408378907699,2.5022280355123,41.9681373792652,0.00169009565985887,0.0416349619337731
"FBgn0034443",2.49043657304505,3.85127734398125,31.1421027581541,0.00170004924106376,0.0416349619337731
"FBgn0050154",3.49011162541619,3.88212596369831,31.0832879334685,0.00170794636445666,0.0416349619337731
"FBgn0003975",-9.80828860953983,1.39095585354167,41.5471803780831,0.00172682757130296,0.0416349619337731
"FBgn0002924",-7.8220903607796,1.7869898215454,30.9212016909519,0.00172996852130956,0.0416349619337731
"FBgn0053247",-5.29864072993631,4.26829109273883,30.8222285676193,0.00174360507364212,0.0416349619337731
"FBgn0051453",-10.0095324151808,1.58848357677813,41.2446240336167,0.0017539366938817,0.0416349619337731
"FBgn0039470",6.86528115294606,8.32744942786208,30.6801076508757,0.00176344230286875,0.0416349619337731
"FBgn0013435",-9.83255844989934,1.41162377072205,41.0830405706045,0.00176866431841717,0.0416349619337731
"FBgn0050467",-9.80501203757683,1.38838624412934,40.7100806932938,0.00180333983957821,0.0416349619337731
"FBgn0034307",-9.71345010604054,1.29842702655939,40.702501440007,0.00180405455024243,0.0416349619337731
"FBgn0031296",-10.9952000590815,2.55592695687027,40.6488279337049,0.00180912747410459,0.0416349619337731
"FBgn0038202",-9.86574993066157,1.44571133372001,40.5985640091763,0.00181389664901651,0.0416349619337731
"FBgn0032390",-9.68138821378193,1.2675215614973,40.171663166841,0.00185513630875569,0.0416349619337731
"FBgn0051028",-7.54270158055003,2.3494546070694,30.0138461701752,0.0018606298813055,0.0416349619337731
"FBgn0259795",-11.6910784448817,3.24364599418809,40.0879537784878,0.00186337973719972,0.0416349619337731
"FBgn0015576",2.04250030069967,4.76087241176002,29.9392405040272,0.00187196044442109,0.0416349619337731
"FBgn0036260",-9.88995579628991,1.47012156961081,39.962355752543,0.00187584674843979,0.0416349619337731
"FBgn0035640",-9.80608150717067,1.3896641386595,39.8386924324214,0.00188823851728377,0.0416349619337731
"FBgn0038680",1.87826152189126,3.50338090161285,29.801225161259,0.00189316875138001,0.0416349619337731
"FBgn0036931",-10.1176507124465,1.69429349006182,39.7133950418668,0.00190091369831663,0.0416349619337731
"FBgn0027903",-9.64990285286946,1.23701180243475,39.6549559643604,0.00190686705280103,0.0416349619337731
"FBgn0038870",-9.62844996242443,1.21552845089156,39.6207400747083,0.0019103650976718,0.0416349619337731
"FBgn0050275",-6.39756022534447,1.26081035513421,29.6378501983546,0.00191869668618524,0.0416349619337731
"FBgn0037129",-9.77587523434371,1.36055353905379,39.2735554779058,0.00194638386738729,0.0416349619337731
"FBgn0052437",-7.69899486857328,1.66589524388938,29.4459139776311,0.00194928653304792,0.0416349619337731
"FBgn0038631",-9.63771877293283,1.2255205598897,39.148134745744,0.00195963447960483,0.0416349619337731
"FBgn0263461",-10.417152559305,1.9827299680691,39.0873390999297,0.00196610392610019,0.0416349619337731
"FBgn0030039",-9.64090722019235,1.22571413770354,38.9965947893063,0.00197581722237295,0.0416349619337731
"FBgn0026431",-9.75808894281178,1.34228739788963,38.84247695141,0.00199247186772386,0.0416349619337731
"FBgn0033101",1.68265585449737,5.04826575371537,29.0471683119322,0.00201498068852667,0.0416349619337731
"FBgn0035452",1.41008413053544,5.68842052081421,29.0225003785537,0.0020191426605529,0.0416349619337731
