,A1,A2,A3,A4,B1,B2,B3,B4,C1,C2,C3,C4,D1,D2,D3,D4,E1,E2,E3,E4,F1,F2,F3,F4
Label,TktOEWT,TktOEWT,TktOEWT,TktOEWT,TktDfWT,TktDfWT,TktDfWT,TktDfWT,WT,WT,WT,WT,TktDfGR,TktDfGR,TktDfGR,TktDfGR,GR,GR,GR,GR,TktOEGR,TktOEGR,TktOEGR,TktOEGR
phenylalanine,1.18E+12,2.10E+12,1.55E+12,2.24E+12,1.92E+12,1.70E+12,1.75E+12,1.81E+12,1.54E+12,2.25E+12,1.10E+12,1.97E+12,1.46E+12,1.61E+12,1.48E+12,1.58E+12,1.66E+12,1.60E+12,1.71E+12,9.61E+11,1.07E+12,1.34E+12,1.47E+12,1.71E+12
phosphocreatine,219511563,12404192,10551004,1492046,221585614,8666960,1428894,1502163,57446455,11716525,1640992,1456494,87115084,12497022,1485447,1514470,56169458,1374975,1428986,2083223,47293791,1596627,1444044,1466105
phosphoenolpyruvate,451423934,800240478,99974199,288802142,518147642,1250440940,1196344442,949443183,3893340969,381235959,321652430,808349602,761404950,722853540,685439501,1089227293,519552543,946653850,397285218,116448035,571444075,1091115830,525705819,716762766
phosphorylcholine+,1.67E+12,2.37E+12,1.57E+12,2.29E+12,2.91E+12,3.87E+12,3.89E+12,3.46E+12,3.61E+12,1.91E+12,3.25E+12,2.70E+12,5.90E+12,5.77E+12,5.39E+12,6.24E+12,4.58E+12,4.78E+12,5.71E+12,4.05E+12,3.78E+12,5.25E+12,4.55E+12,4.95E+12
proline,1.13E+13,1.46E+13,1.39E+13,1.53E+13,1.52E+13,1.47E+13,1.45E+13,1.45E+13,1.36E+13,1.51E+13,1.39E+13,1.45E+13,1.22E+13,1.29E+13,1.19E+13,1.38E+13,1.33E+13,1.25E+13,1.25E+13,1.06E+13,1.09E+13,1.16E+13,1.36E+13,1.30E+13
PRPP,16019.85,6929186.91,15965.55,11288.66,12040.43,11525.06,10810.85,11365.2,9986.78,10836.89,12415.56,11019.67,57095.21,10612.01,11238.73,11458.31,12181.38,10402.91,10811.55,15761.44,14314.11,12079.91,10925.48,11092.39
pseudouridine,8704499938,14409996170,10898588234,17482385289,16540478922,12411730905,13083022070,14067765943,11195795934,12759316657,8122525490,11961596883,9652536220,10535009279,9378326833,9451698910,13819601157,14382562241,14054227501,5367852988,7465687504,11265484275,12327620999,13280905501
putrescine,41551883,1970295827,3694961356,1825448681,52055107,1711192921,1286682516,1721780788,795443283,1693238102,761092283,1974275502,1110611360,1720192889,1417759120,1505594587,7355398736,1442165105,1260854148,1493864249,1491353990,1410577468,1280734867,1809968211
pyridoxal,18656624060,24585096140,21224437221,34222656012,23073250573,17876041029,21008560408,24283829642,17294567930,30183513270,20195672819,21418051041,14243870237,10210551738,16832859988,19127517977,6545383289,8498685389,13570806274,13502189776,9899885539,7997164836,16488335613,19962925712
pyroglutamic acid,9.66E+11,1.53E+12,1.33E+12,1.92E+12,1.34E+12,1.36E+12,1.32E+12,1.62E+12,1.77E+12,1.77E+12,1.01E+12,1.63E+12,1.79E+12,1.71E+12,1.73E+12,1.96E+12,2.01E+12,1.59E+12,2.00E+12,7.04E+11,1.04E+12,1.36E+12,2.12E+12,1.68E+12
pyrroline hydroxycarboxylic acid,2.72E+12,2.37E+12,3.09E+12,2.29E+12,2.73E+12,2.51E+12,2.54E+12,2.50E+12,2.03E+12,2.16E+12,2.50E+12,2.34E+12,3.94E+12,3.94E+12,3.96E+12,4.13E+12,3.33E+12,2.87E+12,3.63E+12,2.53E+12,2.18E+12,2.96E+12,3.03E+12,2.77E+12
pyruvic acid,5.81E+11,2.77E+11,2.14E+11,3.78E+11,5.72E+11,5.50E+11,2.76E+11,4.63E+11,3.09E+11,7.76E+11,5.11E+11,4.26E+11,9.71E+11,4.18E+11,5.41E+11,1.08E+12,4.35E+11,3.26E+11,3.90E+11,8.02E+11,6.08E+11,4.16E+11,6.40E+11,4.72E+11
S-adenosyl-L-homocysteine,540989946,711039667,614128186,508275728,421422267,573048471,373205519,458112893,577559886,741731370,682081007,655404633,474891878,535697215,730449555,948339558,643215804,715909146,705517191,375769641,482636519,434076017,706613012,734734273
S-adenosyl-L-methionine+,5638134245,11838573061,6794208683,12467381876,14489858719,19738154180,23946984833,17964541666,70116648002,18163862231,22183018582,38453137446,13361748712,18881628162,17363693986,16924976325,10491890847,13313078605,16144883617,13446138994,10232180964,15342292495,10779723597,15908805818
S-adenosylmethioninamine+,1869515,1348063,1863179,1317386,1405118,1344974,1261626,1326319,1165457,1264664,1448896,1285995,6663008,1238421,1311559,1337184,1421567,1214019,1261708,1839359,1670456,9279026,1275003,1294482
SAICAR,8553545,9810644.6,979414.3,692508.1,738625.9,10910217.2,663197,697203.9,612643.8,664794,761638.7,676007.1,700506.6,650998.8,689445.1,8495920.2,747272.6,638171.6,663240,966893.1,4390528.8,741047.8,670228.6,680468.2
sarcosine,55796366350,376495672,1.78622E+11,1.42318E+11,2.92599E+11,4.40981E+11,286494154,3.93485E+11,260790732,3.00232E+11,1103885644,251660810,1.63987E+11,301407417,482599722,2.11487E+11,1.89301E+11,909743641,968406779,3258623433,1.36283E+11,4547604068,1.67138E+11,587850113
serine,1.81453E+11,2.50331E+11,2.33938E+11,2.541E+11,2.80761E+11,2.59583E+11,2.60566E+11,2.62027E+11,2.23518E+11,2.47203E+11,2.91239E+11,2.61844E+11,2.86173E+11,2.71475E+11,2.60577E+11,2.81115E+11,2.47148E+11,1.90143E+11,2.48925E+11,1.93549E+11,2.02042E+11,2.28434E+11,2.13982E+11,2.11236E+11
serotonin,72266596,1914328693,1048575939,2119670854,2678007849,2338244619,1327256732,2154486988,3157102716,1307182700,1819077515,2703622969,621048975,239357427,1299105945,1885203917,1866884237,1941559620,1388300800,71100915,1154980013,1085759681,3738381675,2592440737
sorbitol / galactitol / L-iditol / manitol,4.10E+11,5.60E+11,4.98E+11,6.41E+11,1.37E+12,7.75E+11,1.60E+12,1.11E+12,6.50E+11,6.13E+11,5.22E+11,5.27E+11,5.07E+11,5.08E+11,8.34E+11,6.81E+11,1.89E+12,3.65E+11,6.19E+11,8.15E+11,2.93E+11,4.41E+11,6.00E+11,4.15E+11
spermidine,5.51421E+11,4.19302E+11,2.25625E+11,1.41218E+11,6.58906E+11,3.78898E+11,1.11889E+11,1.33623E+11,4.19734E+11,2.6752E+11,96284628877,1.26989E+11,5.63945E+11,2.09192E+11,1.38114E+11,1.3391E+11,5.54717E+11,1.62718E+11,1.32652E+11,1.038E+11,4.00072E+11,1.31678E+11,1.37886E+11,1.22286E+11
spermine,52700900230,56954402960,90797763830,56060509944,61128772284,55752685150,48543952875,56126251091,41479797414,49912781923,39080307381,56294132674,57034829639,52135032195,54604895577,60326916399,63569523792,49905201351,51539662120,53154500609,50705728169,47466181483,54090436948,60237212719
succinic acid,1.62E+12,1.58E+12,1.65E+12,1.53E+12,1.80E+12,1.65E+12,1.99E+12,1.65E+12,1.13E+12,1.56E+12,1.46E+12,1.44E+12,1.54E+12,1.86E+12,1.47E+12,1.58E+12,1.67E+12,1.55E+12,1.42E+12,1.26E+12,1.39E+12,1.30E+12,9.98E+11,1.39E+12
taurine,1.02E+12,1.30E+12,9.41E+11,1.57E+12,1.65E+12,1.31E+12,1.44E+12,1.44E+12,9.14E+11,1.21E+12,1.45E+12,1.05E+12,1.58E+12,1.56E+12,1.48E+12,1.57E+12,1.61E+12,1.28E+12,1.37E+12,7.06E+11,1.17E+12,1.28E+12,1.65E+12,1.45E+12
thiamine diphosphate+,8962062498,5212834432,3894306206,1726233904,5270195376,4472156030,3351934690,2369427548,12148359358,4157707916,2689099638,1744825881,6117442234,4636603388,2661532807,1803813999,6011974218,4640329599,3125229813,673238698,5729760184,5844684665,2246430848,1427341620
thiamine phosphate+,6974079167,7070240825,5507523987,6984447693,6355062034,7559364012,7958995930,7549867133,9886557766,5857719462,6390968426,7056270065,9558157835,8962203781,9380099454,9556922841,9207260468,9198687928,9468648299,6967081644,9606159341,9719662711,9312018616,10005609018
thiamine+,1.02285E+11,1.28078E+11,84264363930,1.46441E+11,1.06849E+11,1.05826E+11,87436862337,1.1424E+11,69637163623,76797634780,66149321190,70915374146,44682898687,59988628413,48635143343,63634247832,79185148335,67480996756,70189334955,44929925021,59577568118,75525778125,88471304138,75257616162
thymidine,2072508011,937416876,397664916,983611595,30373041,531370999,528828548,604108812,1558165739,1829511974,3070621555,1120550197,1082370163,979774475,1111254495,972594211,910319980,1408318821,1709089374,7951924,2481995204,2058725550,1407667369,866610226
thymine,7163275187,1767471069,821357024,3764686350,1218195125,1654598433,2238776268,3987033036,1931569679,2150527214,4556990841,1756654684,2025268428,1391471032,2923313997,2031753854,3238274589,1445350368,2788666980,10998252718,7718834078,5035630905,2543194211,3007452092
tryptophan,2.39579E+11,3.86935E+11,2.46673E+11,4.61189E+11,2.89454E+11,2.46381E+11,2.5785E+11,3.11181E+11,2.48261E+11,3.58876E+11,1.64044E+11,2.80214E+11,2.90066E+11,3.21483E+11,2.88193E+11,3.29944E+11,4.02459E+11,3.74045E+11,3.64251E+11,2.13681E+11,2.05971E+11,2.51384E+11,3.88384E+11,4.18614E+11
tyramine,5694810838,6594794631,3669320825,12246810991,3384169716,7176142909,2109793337,6946497835,9692156137,11621870940,484592168,8455300700,6354661514,6111913561,2782851704,5798028984,6069166536,11195188168,19463292620,4381818146,5979787999,7916519444,9500936570,8481779818
tyrosine,7.89E+12,1.17E+13,8.09E+12,1.04E+13,1.00E+13,8.80E+12,9.16E+12,9.37E+12,7.51E+12,1.05E+13,6.41E+12,9.18E+12,7.45E+12,8.00E+12,8.31E+12,7.98E+12,9.74E+12,8.48E+12,9.73E+12,4.67E+12,7.15E+12,7.18E+12,9.03E+12,8.63E+12
UDP,393082996,561918984,314654605,384304237,595054723,1317282845,695580289,749995894,3005939134,111305091,447547022,981742612,415411104,606670357,509137412,360403260,613312855,158723906,696964890,82369562,376119157,816654502,452468820,474362341
UDP-D-galactose / UDP-D-glucose,1510815197,2173621208,1839231219,1483985151,3286291960,3877090138,3076330934,2770390796,6468609404,1092086145,3216374808,3322051105,2497102889,4554657965,2921419878,2338887013,11483192,1663515595,2744528894,664961137,2924600046,3076871763,1809754982,2542756407
UDP-N-acetyl-galactosamine/UDP-N-acetyl-glucosamine,2121170194,5608521010,7325794952,3750666038,6728973923,6743724965,7167775612,6366941248,9068959328,3239130340,6101448396,6018892086,5352817170,6031973632,5003090258,5171432069,4514312615,4058128460,4502562437,1041978064,4492410174,4953209595,2947431700,4140631630
UMP,5139625312,5155122448,4004466507,3366173053,6214216335,6664878918,5280710396,5579981952,5885362740,2320794919,3789293997,4108297511,3404354597,5852865448,4307562187,4212194603,4033881095,2415107343,4697360520,1544479045,3408497361,3504320160,2663276329,3896760574
uracil,99654133390,1.16199E+11,82543832805,1.50769E+11,82533293902,90158368091,94245774023,1.16401E+11,95363386538,1.8167E+11,98855905747,1.35153E+11,1.4394E+11,1.05992E+11,1.07254E+11,1.2634E+11,1.17478E+11,1.41139E+11,1.28033E+11,1.83219E+11,1.04821E+11,94016788363,1.29095E+11,1.46299E+11
uracil 5-carboxylic acid,9263813,6679915,9232415,6527904,6962632,6664608,6251603,6572168,5775065,6266657,7179561,6372357,41138392,6136618,39619037,6626010,7044139,6015703,6252009,45571923,8277434,6985462,6317887,65220135
urea,19026119220,10603034763,11227657858,12102585311,7619249555,8070426203,10243273087,9152811549,11671054842,10597480200,4384283490,11351830770,13563963431,12591571055,14806244691,11817112475,15717274496,20736608904,28127804586,40348074716,23872709870,12148505367,17669930546,24151372715
uric acid,3.45E+12,4.92E+12,3.82E+12,5.31E+12,4.27E+12,3.54E+12,3.86E+12,4.05E+12,3.41E+12,4.01E+12,3.88E+12,3.75E+12,6.90E+11,8.18E+11,7.64E+11,6.52E+11,9.55E+11,7.58E+11,7.37E+11,4.55E+11,1.06E+12,9.55E+11,1.11E+12,8.46E+11
uridine,1.41443E+11,3.77569E+11,2.69137E+11,5.35087E+11,4.20736E+11,3.69072E+11,3.87597E+11,4.8825E+11,3.35405E+11,4.17339E+11,1.76325E+11,3.71366E+11,3.11051E+11,3.02165E+11,2.75959E+11,3.15138E+11,2.93627E+11,3.30712E+11,3.12371E+11,1.79112E+11,1.25938E+11,1.72482E+11,3.48682E+11,3.53988E+11
UTP,2136361,1540479,2129120,1505423,9034539,1536949,1441704,1515631,134801682,1445176,1655704,1469552,1522811,1415187,1498764,1528048,10191175,1387303,1441798,2101901,15981822,1610942,1456990,7396249
valine / norvaline,5.78747E+11,6.32903E+11,5.08405E+11,6.83105E+11,7.3328E+11,5.79001E+11,6.52043E+11,6.89605E+11,5.33429E+11,6.98188E+11,4.78791E+11,6.151E+11,9.00446E+11,8.44103E+11,7.52784E+11,7.2762E+11,7.29753E+11,6.12009E+11,7.74796E+11,5.98466E+11,5.62625E+11,6.13495E+11,7.28146E+11,7.32564E+11
vitamin B2,6975123384,18225400363,11843292795,18167712459,17156646161,12833764418,10840499173,15239752978,9828337646,12177245507,5311873597,9075046557,6049102276,6654963203,4315636125,6760241389,6189596904,6423075234,5087794330,2935676104,2763661827,5193094850,9616349112,9809815614
xanthine,40695229950,85717396746,72687986973,96880347014,1.17986E+11,82721500898,94093949375,91287306346,65910496324,96875583685,48295868136,80351483269,4240965990,7472181240,6793170160,5695480930,17266852131,7306226434,15110056612,8609883541,4297345710,6581510864,9770530624,9294220139
xanthosine,61390573,247530253,253052175,561435923,43874324,72905578,370285752,296390680,195341985,209657839,74298085,227683521,8322008,154127978,105658382,375196545,204462329,80885570,156380930,11486676,10431884,8803637,354930047,69779713
xanthurenic acid,3313830779,7816341363,5773031259,11737066370,3364377019,2986323380,4119151830,3545898239,3032507355,4518022958,2123096284,4434465829,1341193358,1411257892,1984505461,2095966987,5170528048,4921762885,3255900566,2222434035,984449263,1648545968,6182249436,3960703253
XMP,2500963,42611070,18976793,17394500,37917076,54704978,73146740,83866041,125871557,12081787,15391322,68334407,43093741,26904362,63712579,29802647,22030060,10988071,13090889,2460622,11173344,18282340,12471688,26942145
xylitol / arabitol / ribito,75619434810,1.26293E+11,80422141095,1.32539E+11,1.11327E+11,1.22381E+11,1.32875E+11,1.29219E+11,1.03261E+11,1.34553E+11,77344929108,1.01075E+11,1.48127E+11,1.23428E+11,1.87891E+11,1.68101E+11,1.19684E+11,1.26771E+11,1.23984E+11,64248668208,1.00536E+11,1.38871E+11,1.65862E+11,1.3743E+11
y-glutamylcysteine,12160170090,14599473174,11450860337,9442175752,14861752181,21522354192,19921166342,26203985096,18027429384,13692669869,13456175333,18478261186,16192999351,15318810448,16772426126,24116726378,18968959569,22333905107,26835898640,12087720450,12538131013,20983046683,16612900048,17149037249
